record_time,line_no,has_defect,mh,mb,oc,sh,sp,spc,pic_file_name
2024-06-15 23:02:35,4,1,4,1,4,2,1,2,202406152302354.jpg
2024-06-10 00:56:05,4,1,1,1,8,4,4,6,202406100056054.jpg
2024-06-08 01:43:55,1,1,0,1,8,1,4,4,202406080143551.jpg
2024-06-18 01:29:10,4,0,0,0,0,0,0,0,202406180129104.jpg
2024-06-05 00:07:41,2,0,0,0,0,0,0,0,202406050007412.jpg
2024-06-30 02:14:35,3,0,0,0,0,0,0,0,202406300214353.jpg
2024-06-16 00:37:46,4,0,0,0,0,0,0,0,202406160037464.jpg
2024-06-20 22:50:56,1,0,0,0,0,0,0,0,202406202250561.jpg
2024-06-03 05:53:46,4,0,0,0,0,0,0,0,202406030553464.jpg
2024-06-28 11:47:32,2,0,0,0,0,0,0,0,202406281147322.jpg
2024-06-20 22:53:47,1,1,1,0,5,5,0,0,202406202253471.jpg
2024-06-09 08:09:29,4,0,0,0,0,0,0,0,202406090809294.jpg
2024-06-13 07:57:48,3,0,0,0,0,0,0,0,202406130757483.jpg
2024-06-08 15:39:36,2,1,0,0,0,0,1,3,202406081539362.jpg
2024-06-11 15:34:35,1,1,4,0,7,1,4,2,202406111534351.jpg
2024-06-14 03:15:19,5,0,0,0,0,0,0,0,202406140315195.jpg
2024-06-15 12:37:52,2,0,0,0,0,0,0,0,202406151237522.jpg
2024-06-01 17:01:15,4,1,1,0,1,2,4,1,202406011701154.jpg
2024-06-22 12:43:50,1,0,0,0,0,0,0,0,202406221243501.jpg
2024-06-30 01:18:01,4,0,0,0,0,0,0,0,202406300118014.jpg
2024-06-16 12:20:47,2,0,0,0,0,0,0,0,202406161220472.jpg
2024-06-20 11:20:18,3,1,1,1,4,4,4,7,202406201120183.jpg
2024-06-26 14:40:11,3,0,0,0,0,0,0,0,202406261440113.jpg
2024-06-24 07:39:43,2,1,2,1,1,5,2,2,202406240739432.jpg
2024-06-15 23:38:33,3,0,0,0,0,0,0,0,202406152338333.jpg
2024-06-23 03:48:13,1,1,2,1,6,1,0,0,202406230348131.jpg
2024-06-28 19:57:12,3,0,0,0,0,0,0,0,202406281957123.jpg
2024-06-03 23:59:21,4,1,2,0,3,5,3,3,202406032359214.jpg
2024-06-16 05:35:19,1,0,0,0,0,0,0,0,202406160535191.jpg
2024-06-11 12:01:40,3,0,0,0,0,0,0,0,202406111201403.jpg
2024-06-20 08:54:40,1,1,2,1,1,1,2,7,202406200854401.jpg
2024-06-26 19:21:50,4,1,3,0,9,1,0,7,202406261921504.jpg
2024-06-28 05:27:06,4,0,0,0,0,0,0,0,202406280527064.jpg
2024-06-25 05:44:58,5,0,0,0,0,0,0,0,202406250544585.jpg
2024-06-02 11:08:42,1,0,0,0,0,0,0,0,202406021108421.jpg
2024-06-28 04:10:46,3,1,0,0,4,3,1,0,202406280410463.jpg
2024-06-06 22:56:15,4,0,0,0,0,0,0,0,202406062256154.jpg
2024-06-05 16:38:26,5,1,2,0,2,0,1,5,202406051638265.jpg
2024-06-04 12:07:59,2,0,0,0,0,0,0,0,202406041207592.jpg
2024-06-08 03:03:49,2,1,4,1,3,5,3,1,202406080303492.jpg
2024-06-06 17:44:40,2,1,3,0,4,3,0,4,202406061744402.jpg
2024-06-21 15:38:47,4,0,0,0,0,0,0,0,202406211538474.jpg
2024-06-07 19:37:04,2,1,3,1,6,2,2,1,202406071937042.jpg
2024-06-12 04:13:19,4,0,0,0,0,0,0,0,202406120413194.jpg
2024-06-26 08:34:02,4,0,0,0,0,0,0,0,202406260834024.jpg
2024-06-08 00:32:27,5,1,0,1,6,0,4,0,202406080032275.jpg
2024-06-08 04:57:01,5,1,1,1,9,1,1,0,202406080457015.jpg
2024-06-01 16:17:52,3,0,0,0,0,0,0,0,202406011617523.jpg
2024-06-26 15:10:54,2,1,2,0,3,0,3,7,202406261510542.jpg
2024-06-01 23:47:40,1,1,4,0,6,3,4,4,202406012347401.jpg
2024-06-02 01:30:58,2,1,2,0,3,3,1,1,202406020130582.jpg
2024-06-28 04:09:05,3,1,1,0,3,3,2,7,202406280409053.jpg
2024-06-23 05:58:58,3,0,0,0,0,0,0,0,202406230558583.jpg
2024-06-06 19:44:11,2,0,0,0,0,0,0,0,202406061944112.jpg
2024-06-15 01:06:39,4,1,3,0,9,1,2,1,202406150106394.jpg
2024-06-25 13:34:34,4,0,0,0,0,0,0,0,202406251334344.jpg
2024-06-26 19:45:21,2,0,0,0,0,0,0,0,202406261945212.jpg
2024-06-30 14:12:48,1,1,0,1,7,0,3,6,202406301412481.jpg
2024-06-20 15:32:46,2,1,4,1,8,2,1,4,202406201532462.jpg
2024-06-15 10:48:52,2,0,0,0,0,0,0,0,202406151048522.jpg
2024-06-14 08:40:36,2,1,2,1,1,3,4,2,202406140840362.jpg
2024-06-30 13:40:23,1,1,3,0,6,1,0,5,202406301340231.jpg
2024-06-01 22:16:45,1,1,1,0,9,2,2,5,202406012216451.jpg
2024-06-19 18:15:56,5,1,4,1,3,1,0,5,202406191815565.jpg
2024-06-02 14:12:07,2,0,0,0,0,0,0,0,202406021412072.jpg
2024-06-15 03:00:00,2,0,0,0,0,0,0,0,202406150300002.jpg
2024-06-14 00:13:15,2,0,0,0,0,0,0,0,202406140013152.jpg
2024-06-12 15:23:57,1,0,0,0,0,0,0,0,202406121523571.jpg
2024-06-27 21:14:34,2,0,0,0,0,0,0,0,202406272114342.jpg
2024-06-17 19:42:16,5,1,3,0,9,1,0,7,202406171942165.jpg
2024-06-17 14:25:52,4,0,0,0,0,0,0,0,202406171425524.jpg
2024-06-01 16:43:44,2,0,0,0,0,0,0,0,202406011643442.jpg
2024-06-06 03:45:32,5,1,1,1,6,0,3,3,202406060345325.jpg
2024-06-21 21:51:50,3,0,0,0,0,0,0,0,202406212151503.jpg
2024-07-01 03:53:21,1,0,0,0,0,0,0,0,202407010353211.jpg
2024-06-27 20:35:44,4,0,0,0,0,0,0,0,202406272035444.jpg
2024-06-09 03:30:25,3,1,1,0,0,5,3,2,202406090330253.jpg
2024-06-11 09:46:57,5,1,3,1,2,1,0,7,202406110946575.jpg
2024-07-01 04:53:46,1,0,0,0,0,0,0,0,202407010453461.jpg
2024-06-07 22:27:32,5,0,0,0,0,0,0,0,202406072227325.jpg
2024-06-17 19:59:11,5,0,0,0,0,0,0,0,202406171959115.jpg
2024-06-14 10:29:26,5,1,0,0,8,2,3,6,202406141029265.jpg
2024-06-13 20:29:29,3,0,0,0,0,0,0,0,202406132029293.jpg
2024-06-27 05:44:15,1,1,3,0,8,4,1,4,202406270544151.jpg
2024-06-05 21:19:46,3,0,0,0,0,0,0,0,202406052119463.jpg
2024-06-15 17:10:11,1,1,0,1,8,4,3,6,202406151710111.jpg
2024-06-12 08:27:29,2,1,0,1,4,1,3,4,202406120827292.jpg
2024-06-05 01:59:11,3,1,2,1,1,0,2,3,202406050159113.jpg
2024-06-20 05:23:03,5,1,4,0,1,5,3,6,202406200523035.jpg
2024-06-08 08:26:19,2,0,0,0,0,0,0,0,202406080826192.jpg
2024-06-16 22:22:41,4,1,3,1,5,1,4,3,202406162222414.jpg
2024-06-14 12:54:21,2,0,0,0,0,0,0,0,202406141254212.jpg
2024-06-04 21:48:43,2,1,4,1,7,1,2,3,202406042148432.jpg
2024-06-24 20:47:23,1,1,3,1,0,5,4,2,202406242047231.jpg
2024-06-11 15:24:08,2,0,0,0,0,0,0,0,202406111524082.jpg
2024-06-11 11:23:39,4,1,4,0,0,1,0,0,202406111123394.jpg
2024-06-12 18:26:18,4,0,0,0,0,0,0,0,202406121826184.jpg
2024-06-28 03:34:31,1,0,0,0,0,0,0,0,202406280334311.jpg
2024-06-11 19:52:22,2,0,0,0,0,0,0,0,202406111952222.jpg
2024-06-13 16:40:52,2,0,0,0,0,0,0,0,202406131640522.jpg
2024-06-15 04:43:39,4,1,1,1,0,5,0,7,202406150443394.jpg
2024-06-11 06:17:08,1,0,0,0,0,0,0,0,202406110617081.jpg
2024-06-12 10:15:50,4,0,0,0,0,0,0,0,202406121015504.jpg
2024-06-20 01:28:19,4,0,0,0,0,0,0,0,202406200128194.jpg
2024-06-07 01:08:26,3,0,0,0,0,0,0,0,202406070108263.jpg
2024-06-07 13:57:18,1,1,0,0,8,2,0,6,202406071357181.jpg
2024-06-15 12:57:17,4,0,0,0,0,0,0,0,202406151257174.jpg
2024-06-08 23:59:42,1,0,0,0,0,0,0,0,202406082359421.jpg
2024-06-06 08:27:45,1,0,0,0,0,0,0,0,202406060827451.jpg
2024-06-04 13:30:55,2,1,3,0,6,5,0,2,202406041330552.jpg
2024-06-11 03:32:08,4,1,3,1,4,4,1,5,202406110332084.jpg
2024-06-08 20:23:09,2,1,3,1,3,5,0,0,202406082023092.jpg
2024-06-21 19:25:43,4,0,0,0,0,0,0,0,202406211925434.jpg
2024-06-27 06:58:25,5,0,0,0,0,0,0,0,202406270658255.jpg
2024-06-27 15:06:33,2,0,0,0,0,0,0,0,202406271506332.jpg
2024-06-19 05:51:45,4,0,0,0,0,0,0,0,202406190551454.jpg
2024-06-18 10:40:30,3,1,3,0,5,1,1,6,202406181040303.jpg
2024-06-11 07:36:45,5,0,0,0,0,0,0,0,202406110736455.jpg
2024-06-26 10:27:36,5,0,0,0,0,0,0,0,202406261027365.jpg
2024-06-18 03:38:04,1,0,0,0,0,0,0,0,202406180338041.jpg
2024-06-18 13:55:32,5,0,0,0,0,0,0,0,202406181355325.jpg
2024-06-28 06:22:28,3,0,0,0,0,0,0,0,202406280622283.jpg
2024-06-17 05:47:24,5,1,4,0,7,3,2,7,202406170547245.jpg
2024-06-22 05:05:31,3,1,4,1,5,2,4,2,202406220505313.jpg
2024-06-21 08:59:19,3,1,1,1,1,3,0,7,202406210859193.jpg
2024-06-02 18:19:03,4,0,0,0,0,0,0,0,202406021819034.jpg
2024-06-06 00:46:44,5,0,0,0,0,0,0,0,202406060046445.jpg
2024-06-09 06:52:16,1,1,1,0,7,1,0,2,202406090652161.jpg
2024-06-07 06:02:54,5,1,1,1,3,2,2,2,202406070602545.jpg
2024-06-02 08:52:20,3,1,0,0,2,0,3,5,202406020852203.jpg
2024-06-22 00:40:12,4,0,0,0,0,0,0,0,202406220040124.jpg
2024-06-22 11:55:31,3,0,0,0,0,0,0,0,202406221155313.jpg
2024-06-30 22:59:25,3,1,3,1,3,2,3,5,202406302259253.jpg
2024-06-30 21:09:28,2,0,0,0,0,0,0,0,202406302109282.jpg
2024-06-21 00:05:22,4,0,0,0,0,0,0,0,202406210005224.jpg
2024-06-01 19:18:13,1,1,4,1,9,0,0,5,202406011918131.jpg
2024-06-02 02:57:13,2,1,0,1,5,0,4,2,202406020257132.jpg
2024-06-30 23:24:18,2,0,0,0,0,0,0,0,202406302324182.jpg
2024-06-10 23:52:35,2,1,3,0,0,3,0,1,202406102352352.jpg
2024-06-30 15:20:39,5,1,1,0,8,1,2,7,202406301520395.jpg
2024-07-01 13:05:59,1,0,0,0,0,0,0,0,202407011305591.jpg
2024-06-03 10:49:57,3,1,2,1,3,3,0,6,202406031049573.jpg
2024-06-17 04:36:11,3,1,0,0,4,4,4,4,202406170436113.jpg
2024-06-26 10:49:46,5,0,0,0,0,0,0,0,202406261049465.jpg
2024-06-21 22:14:05,2,0,0,0,0,0,0,0,202406212214052.jpg
2024-06-05 03:56:08,3,1,4,1,8,1,0,0,202406050356083.jpg
2024-06-04 17:50:40,2,1,1,0,2,4,2,5,202406041750402.jpg
2024-06-06 07:08:33,2,1,4,1,9,5,0,2,202406060708332.jpg
2024-06-25 21:41:04,2,1,3,0,7,1,2,6,202406252141042.jpg
2024-06-15 12:49:23,3,1,1,1,4,1,0,3,202406151249233.jpg
2024-06-14 04:28:45,5,1,1,1,8,0,0,4,202406140428455.jpg
2024-06-21 11:45:38,4,0,0,0,0,0,0,0,202406211145384.jpg
2024-06-17 22:38:33,3,1,2,0,7,4,0,7,202406172238333.jpg
2024-06-07 02:15:24,5,1,1,1,3,5,3,7,202406070215245.jpg
2024-06-08 04:05:04,5,0,0,0,0,0,0,0,202406080405045.jpg
2024-06-11 10:02:55,2,1,1,1,5,0,3,0,202406111002552.jpg
2024-06-28 01:24:41,4,1,3,1,5,0,2,4,202406280124414.jpg
2024-06-08 12:09:21,2,1,3,0,1,5,1,3,202406081209212.jpg
2024-06-26 06:46:55,3,0,0,0,0,0,0,0,202406260646553.jpg
2024-06-25 02:43:16,1,0,0,0,0,0,0,0,202406250243161.jpg
2024-06-14 10:10:14,5,1,1,1,0,4,4,2,202406141010145.jpg
2024-06-05 08:42:15,3,0,0,0,0,0,0,0,202406050842153.jpg
2024-06-09 20:57:41,4,1,4,0,5,3,1,3,202406092057414.jpg
2024-06-22 13:43:12,1,1,1,0,4,2,0,2,202406221343121.jpg
2024-06-18 17:02:23,3,1,3,0,3,4,0,3,202406181702233.jpg
2024-06-08 16:45:35,4,0,0,0,0,0,0,0,202406081645354.jpg
2024-06-22 16:25:25,4,0,0,0,0,0,0,0,202406221625254.jpg
2024-06-17 21:54:43,4,1,1,1,6,0,0,7,202406172154434.jpg
2024-06-24 01:26:02,4,0,0,0,0,0,0,0,202406240126024.jpg
2024-06-27 10:18:51,5,1,4,1,6,3,2,1,202406271018515.jpg
2024-06-23 02:12:40,3,1,2,1,2,0,4,3,202406230212403.jpg
2024-06-27 03:56:51,5,1,3,1,3,0,4,7,202406270356515.jpg
2024-06-05 06:03:04,4,1,0,1,2,2,3,4,202406050603044.jpg
2024-06-02 19:07:08,1,1,1,1,6,5,3,4,202406021907081.jpg
2024-06-04 12:21:12,1,0,0,0,0,0,0,0,202406041221121.jpg
2024-06-10 15:47:47,4,1,1,1,9,4,3,0,202406101547474.jpg
2024-06-07 08:45:10,3,1,3,1,1,0,3,0,202406070845103.jpg
2024-06-23 18:29:53,5,1,4,1,1,4,1,3,202406231829535.jpg
2024-06-03 16:42:07,1,1,2,1,0,2,0,5,202406031642071.jpg
2024-06-04 23:08:06,1,1,2,0,0,2,3,6,202406042308061.jpg
2024-06-21 22:45:16,3,0,0,0,0,0,0,0,202406212245163.jpg
2024-06-03 05:18:20,5,1,1,0,9,3,2,5,202406030518205.jpg
2024-06-11 03:31:14,4,1,3,0,4,0,3,4,202406110331144.jpg
2024-06-24 01:32:58,2,0,0,0,0,0,0,0,202406240132582.jpg
2024-06-02 17:19:41,1,0,0,0,0,0,0,0,202406021719411.jpg
2024-06-13 20:14:54,2,0,0,0,0,0,0,0,202406132014542.jpg
2024-06-12 18:45:20,4,0,0,0,0,0,0,0,202406121845204.jpg
2024-06-07 01:51:03,3,1,2,1,9,5,1,5,202406070151033.jpg
2024-06-20 14:41:12,1,1,1,1,2,2,2,0,202406201441121.jpg
2024-06-14 07:34:39,1,1,3,1,3,5,1,1,202406140734391.jpg
2024-06-06 03:41:51,2,0,0,0,0,0,0,0,202406060341512.jpg
2024-06-26 18:40:58,3,1,2,0,9,3,0,4,202406261840583.jpg
2024-06-20 03:21:34,3,1,1,1,9,4,3,7,202406200321343.jpg
2024-06-24 12:35:22,4,1,3,1,8,2,1,5,202406241235224.jpg
2024-06-29 12:38:59,4,0,0,0,0,0,0,0,202406291238594.jpg
2024-06-05 15:32:37,2,1,2,0,5,0,3,3,202406051532372.jpg
2024-06-22 11:02:09,2,0,0,0,0,0,0,0,202406221102092.jpg
2024-06-23 16:40:31,3,0,0,0,0,0,0,0,202406231640313.jpg
2024-06-02 13:37:05,1,1,0,0,8,5,3,0,202406021337051.jpg
2024-06-07 04:23:18,4,0,0,0,0,0,0,0,202406070423184.jpg
2024-06-19 11:51:53,4,0,0,0,0,0,0,0,202406191151534.jpg
2024-06-10 15:59:54,2,0,0,0,0,0,0,0,202406101559542.jpg
2024-06-06 15:21:13,3,0,0,0,0,0,0,0,202406061521133.jpg
2024-06-23 03:46:51,1,0,0,0,0,0,0,0,202406230346511.jpg
2024-06-02 05:42:20,3,0,0,0,0,0,0,0,202406020542203.jpg
2024-06-25 16:54:48,1,1,4,1,9,4,1,5,202406251654481.jpg
2024-06-05 04:13:50,1,0,0,0,0,0,0,0,202406050413501.jpg
2024-06-10 00:00:17,3,0,0,0,0,0,0,0,202406100000173.jpg
2024-06-13 14:09:22,2,1,2,1,4,1,1,6,202406131409222.jpg
2024-06-28 19:34:40,5,0,0,0,0,0,0,0,202406281934405.jpg
2024-06-26 16:53:01,1,1,0,1,2,2,3,3,202406261653011.jpg
2024-06-27 01:12:42,1,0,0,0,0,0,0,0,202406270112421.jpg
2024-06-28 04:27:43,2,0,0,0,0,0,0,0,202406280427432.jpg
2024-06-18 12:21:16,3,0,0,0,0,0,0,0,202406181221163.jpg
2024-06-23 23:59:33,1,1,3,0,0,1,4,2,202406232359331.jpg
2024-06-20 05:34:04,5,1,2,1,3,1,2,0,202406200534045.jpg
2024-06-22 02:59:18,4,0,0,0,0,0,0,0,202406220259184.jpg
2024-06-30 09:54:45,4,0,0,0,0,0,0,0,202406300954454.jpg
2024-06-02 17:50:13,1,0,0,0,0,0,0,0,202406021750131.jpg
2024-06-18 19:38:43,4,0,0,0,0,0,0,0,202406181938434.jpg
2024-06-21 18:48:42,5,0,0,0,0,0,0,0,202406211848425.jpg
2024-06-26 19:06:14,3,0,0,0,0,0,0,0,202406261906143.jpg
2024-06-16 20:16:33,2,1,2,1,6,5,1,1,202406162016332.jpg
2024-06-04 13:36:31,4,0,0,0,0,0,0,0,202406041336314.jpg
2024-06-21 09:57:17,5,0,0,0,0,0,0,0,202406210957175.jpg
2024-06-25 11:31:30,5,1,0,0,8,2,3,7,202406251131305.jpg
2024-06-07 13:41:56,4,0,0,0,0,0,0,0,202406071341564.jpg
2024-06-29 16:34:19,4,1,2,0,6,3,3,4,202406291634194.jpg
2024-06-14 02:19:36,2,0,0,0,0,0,0,0,202406140219362.jpg
2024-06-05 06:40:28,3,0,0,0,0,0,0,0,202406050640283.jpg
2024-06-08 00:43:15,4,1,1,1,7,0,1,5,202406080043154.jpg
2024-06-30 18:00:28,2,1,0,1,4,1,3,2,202406301800282.jpg
2024-06-09 22:43:44,2,0,0,0,0,0,0,0,202406092243442.jpg
2024-06-11 21:12:10,1,1,1,1,8,5,1,1,202406112112101.jpg
2024-06-18 01:20:02,5,0,0,0,0,0,0,0,202406180120025.jpg
2024-06-07 23:02:50,2,1,4,0,5,4,1,4,202406072302502.jpg
2024-06-09 11:23:24,1,1,2,0,9,1,2,1,202406091123241.jpg
2024-06-05 04:59:09,5,1,3,0,1,5,0,1,202406050459095.jpg
2024-06-03 01:44:35,5,0,0,0,0,0,0,0,202406030144355.jpg
2024-06-07 01:34:45,5,1,2,0,4,4,1,2,202406070134455.jpg
2024-06-04 02:49:18,3,0,0,0,0,0,0,0,202406040249183.jpg
2024-06-23 23:55:02,3,0,0,0,0,0,0,0,202406232355023.jpg
2024-07-01 08:16:33,2,1,4,1,7,3,3,1,202407010816332.jpg
2024-06-19 17:54:18,5,0,0,0,0,0,0,0,202406191754185.jpg
2024-06-19 08:54:07,4,0,0,0,0,0,0,0,202406190854074.jpg
2024-06-24 20:42:49,5,0,0,0,0,0,0,0,202406242042495.jpg
2024-06-21 09:20:34,2,0,0,0,0,0,0,0,202406210920342.jpg
2024-06-23 05:02:56,3,0,0,0,0,0,0,0,202406230502563.jpg
2024-06-06 10:09:20,2,0,0,0,0,0,0,0,202406061009202.jpg
2024-06-03 03:38:54,1,1,0,0,4,2,2,2,202406030338541.jpg
2024-06-07 06:26:12,1,0,0,0,0,0,0,0,202406070626121.jpg
2024-07-01 22:44:09,1,1,1,1,9,1,2,0,202407012244091.jpg
2024-06-05 20:41:49,2,1,4,1,6,2,2,7,202406052041492.jpg
2024-07-01 22:44:35,5,1,0,0,0,4,3,5,202407012244355.jpg
2024-06-20 10:21:38,5,0,0,0,0,0,0,0,202406201021385.jpg
2024-06-03 21:12:31,2,1,1,0,3,0,0,6,202406032112312.jpg
2024-06-09 14:51:38,3,1,2,1,8,1,0,1,202406091451383.jpg
2024-06-14 21:09:42,4,1,3,1,5,5,0,2,202406142109424.jpg
2024-06-05 00:27:58,4,1,1,1,2,2,4,1,202406050027584.jpg
2024-06-12 17:29:00,3,0,0,0,0,0,0,0,202406121729003.jpg
2024-06-20 21:05:11,3,0,0,0,0,0,0,0,202406202105113.jpg
2024-06-28 12:28:07,2,1,3,0,5,5,2,7,202406281228072.jpg
2024-06-27 09:34:27,3,0,0,0,0,0,0,0,202406270934273.jpg
2024-06-03 05:07:00,4,1,1,1,7,2,1,0,202406030507004.jpg
2024-06-22 18:08:15,4,1,2,0,2,3,1,2,202406221808154.jpg
2024-06-17 21:44:28,4,1,2,0,3,2,2,7,202406172144284.jpg
2024-06-12 11:12:46,3,1,3,1,1,4,2,2,202406121112463.jpg
2024-06-04 14:18:21,2,1,3,0,7,4,2,6,202406041418212.jpg
2024-06-21 21:43:02,1,1,3,0,6,4,3,3,202406212143021.jpg
2024-06-07 21:59:38,3,0,0,0,0,0,0,0,202406072159383.jpg
2024-06-13 18:25:46,5,0,0,0,0,0,0,0,202406131825465.jpg
2024-06-29 09:48:46,4,1,2,0,2,4,0,1,202406290948464.jpg
2024-06-22 14:58:43,4,0,0,0,0,0,0,0,202406221458434.jpg
2024-06-27 19:48:25,1,0,0,0,0,0,0,0,202406271948251.jpg
2024-06-15 18:19:20,1,0,0,0,0,0,0,0,202406151819201.jpg
2024-06-14 04:18:43,1,1,4,1,7,4,2,5,202406140418431.jpg
2024-06-06 19:13:59,4,1,2,0,9,1,0,5,202406061913594.jpg
2024-06-06 11:01:09,5,0,0,0,0,0,0,0,202406061101095.jpg
2024-06-03 17:38:30,2,0,0,0,0,0,0,0,202406031738302.jpg
2024-06-07 17:27:30,2,1,3,1,4,1,2,7,202406071727302.jpg
2024-06-05 12:32:39,2,0,0,0,0,0,0,0,202406051232392.jpg
2024-06-27 01:12:15,1,1,0,0,8,4,3,2,202406270112151.jpg
2024-06-18 18:29:26,1,0,0,0,0,0,0,0,202406181829261.jpg
2024-06-13 12:27:49,5,1,2,0,0,4,4,3,202406131227495.jpg
2024-06-12 05:29:57,5,1,1,1,3,1,3,1,202406120529575.jpg
2024-06-02 19:15:36,5,1,0,1,2,1,2,6,202406021915365.jpg
2024-06-13 08:49:24,3,0,0,0,0,0,0,0,202406130849243.jpg
2024-06-09 10:40:49,1,0,0,0,0,0,0,0,202406091040491.jpg
2024-06-18 09:47:47,4,0,0,0,0,0,0,0,202406180947474.jpg
2024-06-09 13:12:00,1,0,0,0,0,0,0,0,202406091312001.jpg
2024-06-04 20:32:09,2,0,0,0,0,0,0,0,202406042032092.jpg
2024-06-06 09:33:10,1,1,3,1,8,2,0,2,202406060933101.jpg
2024-06-25 15:27:36,3,0,0,0,0,0,0,0,202406251527363.jpg
2024-06-28 07:36:36,2,0,0,0,0,0,0,0,202406280736362.jpg
2024-06-04 19:12:17,2,0,0,0,0,0,0,0,202406041912172.jpg
2024-06-09 01:31:10,1,0,0,0,0,0,0,0,202406090131101.jpg
2024-06-11 19:08:46,5,0,0,0,0,0,0,0,202406111908465.jpg
2024-06-18 23:07:38,4,1,2,0,0,1,1,3,202406182307384.jpg
2024-06-03 08:19:42,3,0,0,0,0,0,0,0,202406030819423.jpg
2024-06-18 03:24:11,2,1,2,0,6,2,0,7,202406180324112.jpg
2024-06-26 00:12:13,4,0,0,0,0,0,0,0,202406260012134.jpg
2024-06-13 02:19:25,1,1,0,1,8,2,0,6,202406130219251.jpg
2024-06-03 10:32:43,1,0,0,0,0,0,0,0,202406031032431.jpg
2024-06-14 23:01:58,3,1,1,1,1,5,2,1,202406142301583.jpg
2024-06-12 08:45:55,2,0,0,0,0,0,0,0,202406120845552.jpg
2024-06-20 15:55:54,5,1,1,1,2,2,2,2,202406201555545.jpg
2024-06-07 08:26:24,3,0,0,0,0,0,0,0,202406070826243.jpg
2024-06-26 07:15:17,4,1,0,1,4,5,3,4,202406260715174.jpg
2024-07-01 15:14:26,1,0,0,0,0,0,0,0,202407011514261.jpg
2024-06-18 23:48:27,3,0,0,0,0,0,0,0,202406182348273.jpg
2024-07-01 16:34:09,5,1,1,1,9,5,3,1,202407011634095.jpg
2024-06-19 21:10:50,3,1,2,0,4,0,4,0,202406192110503.jpg
2024-06-13 03:58:36,2,0,0,0,0,0,0,0,202406130358362.jpg
2024-06-16 07:23:05,2,0,0,0,0,0,0,0,202406160723052.jpg
2024-06-05 03:48:59,5,0,0,0,0,0,0,0,202406050348595.jpg
2024-06-30 02:06:36,3,1,4,1,0,0,1,1,202406300206363.jpg
2024-06-27 10:49:16,3,1,1,0,2,1,4,0,202406271049163.jpg
2024-06-23 07:30:32,2,0,0,0,0,0,0,0,202406230730322.jpg
2024-06-19 19:16:49,2,0,0,0,0,0,0,0,202406191916492.jpg
2024-06-14 06:25:37,2,0,0,0,0,0,0,0,202406140625372.jpg
2024-06-19 14:50:39,2,1,2,1,6,0,2,5,202406191450392.jpg
2024-06-22 04:59:39,3,0,0,0,0,0,0,0,202406220459393.jpg
2024-06-06 11:16:52,3,1,1,0,0,4,3,2,202406061116523.jpg
2024-06-05 11:42:08,5,1,2,0,6,5,2,4,202406051142085.jpg
2024-06-09 18:51:49,5,0,0,0,0,0,0,0,202406091851495.jpg
2024-07-01 12:50:48,1,0,0,0,0,0,0,0,202407011250481.jpg
2024-06-01 20:09:28,2,0,0,0,0,0,0,0,202406012009282.jpg
2024-06-20 12:48:38,2,1,0,0,9,5,2,5,202406201248382.jpg
2024-06-27 10:41:22,5,0,0,0,0,0,0,0,202406271041225.jpg
2024-06-10 07:44:52,1,1,1,0,4,2,3,7,202406100744521.jpg
2024-06-18 18:58:29,1,1,0,0,8,4,4,5,202406181858291.jpg
2024-06-17 22:56:47,2,0,0,0,0,0,0,0,202406172256472.jpg
2024-06-30 11:10:21,4,1,0,0,0,4,2,3,202406301110214.jpg
2024-06-22 04:57:01,2,0,0,0,0,0,0,0,202406220457012.jpg
2024-06-07 07:49:30,1,0,0,0,0,0,0,0,202406070749301.jpg
2024-06-27 18:40:11,1,1,4,1,2,1,1,6,202406271840111.jpg
2024-06-12 09:05:50,3,1,2,1,7,1,4,7,202406120905503.jpg
2024-06-27 17:19:12,2,0,0,0,0,0,0,0,202406271719122.jpg
2024-06-24 15:07:43,2,1,0,0,3,4,1,1,202406241507432.jpg
2024-06-16 10:37:35,1,1,2,0,0,4,2,4,202406161037351.jpg
2024-06-28 13:52:51,5,0,0,0,0,0,0,0,202406281352515.jpg
2024-06-12 10:39:30,2,1,1,0,2,3,3,3,202406121039302.jpg
2024-06-22 17:42:06,5,1,1,1,8,5,2,0,202406221742065.jpg
2024-06-26 14:12:26,5,0,0,0,0,0,0,0,202406261412265.jpg
2024-06-22 13:20:47,1,0,0,0,0,0,0,0,202406221320471.jpg
2024-06-12 17:28:37,5,0,0,0,0,0,0,0,202406121728375.jpg
2024-06-24 04:51:03,3,0,0,0,0,0,0,0,202406240451033.jpg
2024-06-13 22:18:03,4,1,2,0,9,5,1,2,202406132218034.jpg
2024-06-30 18:34:19,5,1,0,0,1,2,2,1,202406301834195.jpg
2024-06-17 19:50:39,4,1,4,1,0,1,0,0,202406171950394.jpg
2024-06-13 11:58:56,2,0,0,0,0,0,0,0,202406131158562.jpg
2024-06-14 02:44:53,5,1,2,1,4,2,1,5,202406140244535.jpg
2024-06-19 00:24:47,5,0,0,0,0,0,0,0,202406190024475.jpg
2024-06-07 13:14:08,2,0,0,0,0,0,0,0,202406071314082.jpg
2024-06-10 09:27:48,2,0,0,0,0,0,0,0,202406100927482.jpg
2024-06-17 11:36:38,3,0,0,0,0,0,0,0,202406171136383.jpg
2024-06-26 17:20:40,3,0,0,0,0,0,0,0,202406261720403.jpg
2024-06-25 14:35:16,3,0,0,0,0,0,0,0,202406251435163.jpg
